n,p,m
"{""synonym"":[],""name"":myoviridae,""definition"":['A family of BACTERIOPHAGES and ARCHAEAL VIRUSES which are characterized by complex contractile tails.'],""name_Dataset"":MYOVIRIDAE,""label"":Myoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D017900,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Archaeal Virus],""name"":archaeal viruses,""definition"":[],""name_Dataset"":ARCHAEAL VIRUS,""label"":Archaeal Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D023641,""ontology"":MESH}"
"{""synonym"":[],""name"":myoviridae,""definition"":['A family of BACTERIOPHAGES and ARCHAEAL VIRUSES which are characterized by complex contractile tails.'],""name_Dataset"":MYOVIRIDAE,""label"":Myoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D017900,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Archaeal Virus],""name"":archaeal viruses,""definition"":['Viruses whose hosts are in the domain ARCHAEA.'],""name_Dataset"":ARCHAEAL VIRUS,""label"":Archaeal Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D023641,""ontology"":MESH}"
"{""synonym"":[],""name"":myoviridae,""definition"":['A family of BACTERIOPHAGES and ARCHAEAL VIRUSES which are characterized by complex contractile tails.'],""name_Dataset"":MYOVIRIDAE,""label"":Myoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D017900,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}"
"{""synonym"":[],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}","{""uri"":http://www.w3.org/2002/07/owl#equivalentClass}","{""synonym"":[bacterial virus, Tailed phages, prokaryotic virus],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.obolibrary.org/obo/NCBITaxon_28883,""ontology"":BERO}"
"{""synonym"":[],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Phages],""name"":bacteriophages,""definition"":['Viruses whose hosts are bacterial cells.'],""label"":Bacteriophages,""uri"":http://purl.bioontology.org/ontology/MESH/D001435,""ontology"":MESH}"
"{""synonym"":[],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Virus, DNA],""name"":dna viruses,""definition"":[],""label"":DNA Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004267,""ontology"":MESH}"
"{""synonym"":[],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Virus, DNA],""name"":dna viruses,""definition"":['Viruses whose nucleic acid is DNA.'],""label"":DNA Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004267,""ontology"":MESH}"
"{""synonym"":[Archaeal Virus],""name"":archaeal viruses,""definition"":['Viruses whose hosts are in the domain ARCHAEA.'],""name_Dataset"":ARCHAEAL VIRUS,""label"":Archaeal Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D023641,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Archaeal Virus],""name"":archaeal viruses,""definition"":['Viruses whose hosts are in the domain ARCHAEA.'],""name_Dataset"":ARCHAEAL VIRUS,""label"":Archaeal Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D023641,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Virus, Animal],""name"":viruses,""definition"":['Minute infectious agents whose genomes are composed of DNA or RNA, but not both. They are characterized by a lack of independent metabolism and the inability to replicate outside living host cells.'],""label"":Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D014780,""ontology"":MESH}"
"{""synonym"":[HPV, Human Papillomavirus Viruses],""name"":papillomaviridae,""definition"":['A family of small, non-enveloped DNA viruses infecting birds and most mammals, especially humans. They are grouped into multiple genera, but the viruses are highly host-species specific and tissue-restricted. They are commonly divided into hundreds of papillomavirus 'types', each with specific gene function and gene control regions, despite sequence homology. Human papillomaviruses are found in the genera ALPHAPAPILLOMAVIRUS; BETAPAPILLOMAVIRUS; GAMMAPAPILLOMAVIRUS; and MUPAPILLOMAVIRUS.'],""name_Dataset"":PAPILLOMAVIRIDAE,""label"":Papillomaviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D027383,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[HPV, Human Papillomavirus Viruses],""name"":papillomaviridae,""definition"":['A family of small, non-enveloped DNA viruses infecting birds and most mammals, especially humans. They are grouped into multiple genera, but the viruses are highly host-species specific and tissue-restricted. They are commonly divided into hundreds of papillomavirus 'types', each with specific gene function and gene control regions, despite sequence homology. Human papillomaviruses are found in the genera ALPHAPAPILLOMAVIRUS; BETAPAPILLOMAVIRUS; GAMMAPAPILLOMAVIRUS; and MUPAPILLOMAVIRUS.'],""name_Dataset"":PAPILLOMAVIRIDAE,""label"":Papillomaviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D027383,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Tumor Virus, DNA],""name"":dna tumor viruses,""definition"":['DNA viruses producing malignant tumors. Of the six major groupings of DNA viruses four contain members which are actually or potentially oncogenic: the Adenoviridae, the Herpesviridae, the Papovaviridae, and the Poxviridae.'],""label"":DNA Tumor Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004263,""ontology"":MESH}"
"{""synonym"":[Tumor Virus, DNA],""name"":dna tumor viruses,""definition"":['DNA viruses producing malignant tumors. Of the six major groupings of DNA viruses four contain members which are actually or potentially oncogenic: the Adenoviridae, the Herpesviridae, the Papovaviridae, and the Poxviridae.'],""label"":DNA Tumor Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004263,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Tumor Virus, DNA],""name"":dna tumor viruses,""definition"":['DNA viruses producing malignant tumors. Of the six major groupings of DNA viruses four contain members which are actually or potentially oncogenic: the Adenoviridae, the Herpesviridae, the Papovaviridae, and the Poxviridae.'],""label"":DNA Tumor Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004263,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Virus, DNA],""name"":dna viruses,""definition"":[],""label"":DNA Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004267,""ontology"":MESH}"
"{""synonym"":[Tumor Virus, DNA],""name"":dna tumor viruses,""definition"":['DNA viruses producing malignant tumors. Of the six major groupings of DNA viruses four contain members which are actually or potentially oncogenic: the Adenoviridae, the Herpesviridae, the Papovaviridae, and the Poxviridae.'],""label"":DNA Tumor Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004263,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Virus, DNA],""name"":dna viruses,""definition"":['Viruses whose nucleic acid is DNA.'],""label"":DNA Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004267,""ontology"":MESH}"
"{""synonym"":[Tumor Virus, DNA],""name"":dna tumor viruses,""definition"":['DNA viruses producing malignant tumors. Of the six major groupings of DNA viruses four contain members which are actually or potentially oncogenic: the Adenoviridae, the Herpesviridae, the Papovaviridae, and the Poxviridae.'],""label"":DNA Tumor Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004263,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Tumor Viruses],""name"":oncogenic viruses,""definition"":[],""label"":Oncogenic Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D009858,""ontology"":MESH}"
"{""synonym"":[Tumor Viruses],""name"":oncogenic viruses,""definition"":[],""label"":Oncogenic Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D009858,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Tumor Viruses],""name"":oncogenic viruses,""definition"":[],""label"":Oncogenic Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D009858,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Virus, Animal],""name"":viruses,""definition"":['Minute infectious agents whose genomes are composed of DNA or RNA, but not both. They are characterized by a lack of independent metabolism and the inability to replicate outside living host cells.'],""label"":Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D014780,""ontology"":MESH}"
"{""synonym"":[Picodnaviruses],""name"":parvoviridae,""definition"":['A family of very small DNA viruses containing a single molecule of single-stranded DNA and consisting of two subfamilies: PARVOVIRINAE and DENSOVIRINAE. They infect both vertebrates and invertebrates.'],""name_Dataset"":PARVOVIRIDAE,""label"":Parvoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D010321,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Picodnaviruses],""name"":parvoviridae,""definition"":['A family of very small DNA viruses containing a single molecule of single-stranded DNA and consisting of two subfamilies: PARVOVIRINAE and DENSOVIRINAE. They infect both vertebrates and invertebrates.'],""name_Dataset"":PARVOVIRIDAE,""label"":Parvoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D010321,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Virus, DNA],""name"":dna viruses,""definition"":[],""label"":DNA Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004267,""ontology"":MESH}"
"{""synonym"":[Picodnaviruses],""name"":parvoviridae,""definition"":['A family of very small DNA viruses containing a single molecule of single-stranded DNA and consisting of two subfamilies: PARVOVIRINAE and DENSOVIRINAE. They infect both vertebrates and invertebrates.'],""name_Dataset"":PARVOVIRIDAE,""label"":Parvoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D010321,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Virus, DNA],""name"":dna viruses,""definition"":['Viruses whose nucleic acid is DNA.'],""label"":DNA Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004267,""ontology"":MESH}"
"{""synonym"":[Pasiviruses],""name"":picornaviridae,""definition"":['A family of small RNA viruses comprising some important pathogens of humans and animals. Transmission usually occurs mechanically. There are nine genera: APHTHOVIRUS; CARDIOVIRUS; ENTEROVIRUS; ERBOVIRUS; HEPATOVIRUS; KOBUVIRUS; PARECHOVIRUS; RHINOVIRUS; and TESCHOVIRUS.'],""name_Dataset"":PICORNAVIRIDAE,""label"":Picornaviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D010849,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Pasiviruses],""name"":picornaviridae,""definition"":['A family of small RNA viruses comprising some important pathogens of humans and animals. Transmission usually occurs mechanically. There are nine genera: APHTHOVIRUS; CARDIOVIRUS; ENTEROVIRUS; ERBOVIRUS; HEPATOVIRUS; KOBUVIRUS; PARECHOVIRUS; RHINOVIRUS; and TESCHOVIRUS.'],""name_Dataset"":PICORNAVIRIDAE,""label"":Picornaviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D010849,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Sense Strand RNA Viruses],""name"":positive-strand rna viruses,""definition"":['RNA viruses that have their genetic material encoded in the form of single-stranded, positive-sense RNA. Unlike RETROVIRUSES they do not employ DNA intermediates in their life-cycle.'],""label"":Positive-Strand RNA Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D000085102,""ontology"":MESH}"
"{""synonym"":[Phages, T7 like],""name"":podoviridae,""definition"":['A family of bacteriophages which are characterized by short, non-contractile tails.'],""name_Dataset"":PODOVIRIDAE,""label"":Podoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D017902,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Phages, T7 like],""name"":podoviridae,""definition"":['A family of bacteriophages which are characterized by short, non-contractile tails.'],""name_Dataset"":PODOVIRIDAE,""label"":Podoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D017902,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}"
"{""synonym"":[Phages, T7 like],""name"":podoviridae,""definition"":['A family of bacteriophages which are characterized by short, non-contractile tails.'],""name_Dataset"":PODOVIRIDAE,""label"":Podoviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D017902,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":caudovirales,""definition"":['An order comprising three families of tailed bacteriophages: MYOVIRIDAE; PODOVIRIDAE; and SIPHOVIRIDAE.'],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}"
"{""synonym"":[],""name"":caudovirales,""definition"":['An order comprising three families of tailed bacteriophages: MYOVIRIDAE; PODOVIRIDAE; and SIPHOVIRIDAE.'],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":caudovirales,""definition"":['An order comprising three families of tailed bacteriophages: MYOVIRIDAE; PODOVIRIDAE; and SIPHOVIRIDAE.'],""label"":Caudovirales,""uri"":http://purl.bioontology.org/ontology/MESH/D017899,""ontology"":MESH}","{""uri"":http://www.w3.org/2002/07/owl#equivalentClass}","{""synonym"":[bacterial virus, Tailed phages, prokaryotic virus],""name"":caudovirales,""definition"":[],""label"":Caudovirales,""uri"":http://purl.obolibrary.org/obo/NCBITaxon_28883,""ontology"":BERO}"
"{""synonym"":[Deltapolyomavirus],""name"":polyomaviridae,""definition"":['A family of small, non-enveloped DNA viruses, infecting mainly MAMMALS.'],""name_Dataset"":POLYOMAVIRIDAE,""label"":Polyomaviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D027382,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Deltapolyomavirus],""name"":polyomaviridae,""definition"":['A family of small, non-enveloped DNA viruses, infecting mainly MAMMALS.'],""name_Dataset"":POLYOMAVIRIDAE,""label"":Polyomaviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D027382,""ontology"":MESH}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Tumor Virus, DNA],""name"":dna tumor viruses,""definition"":['DNA viruses producing malignant tumors. Of the six major groupings of DNA viruses four contain members which are actually or potentially oncogenic: the Adenoviridae, the Herpesviridae, the Papovaviridae, and the Poxviridae.'],""label"":DNA Tumor Viruses,""uri"":http://purl.bioontology.org/ontology/MESH/D004263,""ontology"":MESH}"
"{""synonym"":[Poxviruses],""name"":poxviridae,""definition"":['A family of double-stranded DNA viruses infecting mammals (including humans), birds and insects. There are two subfamilies: CHORDOPOXVIRINAE, poxviruses of vertebrates, and ENTOMOPOXVIRINAE, poxviruses of insects.'],""name_Dataset"":POXVIRIDAE,""label"":Poxviridae,""uri"":http://purl.bioontology.org/ontology/MESH/D011212,""ontology"":MESH}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
