n,p,m
"{""synonym"":[gene, Gene, Genes],""name"":gene,""definition"":['A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.'],""label"":Gene,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16612,""ontology"":NCIT}","{""label"":FULL_SYN,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P90}","{""data"":Genes}"
"{""synonym"":[gene, Gene, Genes],""name"":gene,""definition"":['A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.'],""label"":Gene,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16612,""ontology"":NCIT}","{""label"":Semantic_Type,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P106}","{""data"":Gene or Genome}"
"{""synonym"":[gene, Gene, Genes],""name"":gene,""definition"":['A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.'],""label"":Gene,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16612,""ontology"":NCIT}","{""label"":DesignNote,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P98}","{""data"":The gene as a functional unit consists of a discrete segment of a giant DNA molecule containing the purine (adenine and guanine) and pyrimidine (cytosine and thymine) bases in the ordered and correct sequence that encodes a specific functional product (i.e., a protein or RNA molecule).}"
"{""synonym"":[gene, Gene, Genes],""name"":gene,""definition"":['A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.'],""label"":Gene,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16612,""ontology"":NCIT}","{""uri"":http://www.w3.org/2002/07/owl#equivalentClass}","{""synonym"":[],""name"":gene,""definition"":['A gene is part of a nucleic acid that contains all the necessary elements to encode a functional transcript.'],""label"":gene,""uri"":http://semanticscience.org/resource/SIO_010035,""ontology"":GEXO}"
"{""synonym"":[FBN2 Gene, FBN2, Fibrillin 2 Gene],""name"":fbn2 gene,""definition"":['This gene is involved in the formation of extracellular calcium-binding microfibrils.'],""name_Dataset"":FBN2,""label"":FBN2 Gene,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120566,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[FBN2 Gene, FBN2, Fibrillin 2 Gene],""name"":fbn2 gene,""definition"":['This gene is involved in the formation of extracellular calcium-binding microfibrils.'],""name_Dataset"":FBN2,""label"":FBN2 Gene,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120566,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Extracellular Matrix Protein Gene, ECM Protein Gene],""name"":extracellular matrix protein gene,""definition"":['Extracellular Matrix Protein Genes encode mostly fibrous Extracellular Matrix Proteins (e.g., Collagen, Elastin, Fibronectins, and Laminin), typically located in the Extracellular Matrix and commonly involved in cell attachment, cell movement, cell growth, morphogenesis, organogenesis, and tissue repair, architecture, and organization. (NCI)'],""label"":Extracellular Matrix Protein Gene,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26000,""ontology"":NCIT}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""label"":DEFINITION,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P97}","{""data"":An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""label"":UMLS_CUI,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P207}","{""data"":C0023264}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""label"":Preferred_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P108}","{""data"":Leigh Disease}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""label"":code,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#code}","{""data"":C84814}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""label"":Contributing_Source,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P322}","{""data"":NICHD}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""label"":FULL_SYN,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P90}","{""data"":Leigh's Disease}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""label"":Semantic_Type,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P106}","{""data"":Disease or Syndrome}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Leigh Disease, ""Leighs Disease"", Leigh Syndrome],""name"":leigh disease,""definition"":['An inherited disorder affecting the nervous system, caused by genetic mutations in the mitochondrial DNA or deficiency of pyruvate dehydrogenase. Signs and symptoms appear in infancy and include loss of the motor abilities, poor sucking abilities, irritability, lack of muscle tone, and seizures.'],""name_Dataset"":LEIGH SYNDROME,""label"":Leigh Disease,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84814,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}"
"{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}","{""label"":UMLS_CUI,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P207}","{""data"":C1709838}"
"{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}","{""label"":Preferred_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P108}","{""data"":Rare Non-Neoplastic Disorder}"
"{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}","{""label"":code,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#code}","{""data"":C53543}"
"{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}","{""label"":Legacy_Concept_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P366}","{""data"":Rare_Non-Neoplastic_Disorder}"
"{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}","{""label"":Semantic_Type,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P106}","{""data"":Disease or Syndrome}"
"{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Rare Disease, Rare Diseases, Rare Disorder],""name"":rare disorder,""definition"":['A disease that affects fewer than 200,000 people in the United States.'],""label"":Rare Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4873,""ontology"":NCIT}"
"{""synonym"":[Rare Non-Neoplastic Disorder],""name"":rare non-neoplastic disorder,""definition"":['A non-neoplastic disorder that is rare.'],""label"":Rare Non-Neoplastic Disorder,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53543,""ontology"":NCIT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Non-Neoplastic Disease by Special Category, Non-Neoplastic Disorder by Special Category],""name"":non-neoplastic disorder by special category,""definition"":[],""label"":Non-Neoplastic Disorder by Special Category,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53547,""ontology"":NCIT}"
"{""synonym"":[Non-Neoplastic Disease by Special Category, Non-Neoplastic Disorder by Special Category],""name"":non-neoplastic disorder by special category,""definition"":[],""label"":Non-Neoplastic Disorder by Special Category,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53547,""ontology"":NCIT}","{""label"":UMLS_CUI,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P207}","{""data"":C1709248}"
"{""synonym"":[Non-Neoplastic Disease by Special Category, Non-Neoplastic Disorder by Special Category],""name"":non-neoplastic disorder by special category,""definition"":[],""label"":Non-Neoplastic Disorder by Special Category,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53547,""ontology"":NCIT}","{""label"":Preferred_Name,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P108}","{""data"":Non-Neoplastic Disorder by Special Category}"
"{""synonym"":[Non-Neoplastic Disease by Special Category, Non-Neoplastic Disorder by Special Category],""name"":non-neoplastic disorder by special category,""definition"":[],""label"":Non-Neoplastic Disorder by Special Category,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53547,""ontology"":NCIT}","{""label"":code,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#code}","{""data"":C53547}"
