n,p,m
"{""synonym"":[],""name"":ligand identifier,""definition"":['Code word for a ligand, for example from a PDB file.'],""label"":Ligand identifier,""uri"":http://edamontology.org/data_0992,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":phylogenetic distance matrix identifier,""definition"":['Identifier of a phylogenetic distance matrix.'],""label"":Phylogenetic distance matrix identifier,""uri"":http://edamontology.org/data_1067,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[Identifier (typed)],""name"":identifier (by type of entity),""definition"":['This concept exists only to assist EDAM maintenance and navigation in graphical browsers. It does not add semantic information. This branch provides an alternative organisation of the concepts nested under 'Accession' and 'Name'. All concepts under here are already included under 'Accession' or 'Name'.', 'An identifier that identifies a particular type of data.'],""label"":Identifier (by type of entity),""uri"":http://edamontology.org/data_0976,""ontology"":EDAM}"
"{""synonym"":[],""name"":phylogenetic distance matrix identifier,""definition"":['Identifier of a phylogenetic distance matrix.'],""label"":Phylogenetic distance matrix identifier,""uri"":http://edamontology.org/data_1067,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[Identifier (typed)],""name"":identifier (by type of entity),""definition"":['This concept exists only to assist EDAM maintenance and navigation in graphical browsers. It does not add semantic information. This branch provides an alternative organisation of the concepts nested under 'Accession' and 'Name'. All concepts under here are already included under 'Accession' or 'Name'.', 'An identifier that identifies a particular type of data.'],""label"":Identifier (by type of entity),""uri"":http://edamontology.org/data_0976,""ontology"":EDAM}"
"{""synonym"":[],""name"":phylogenetic distance matrix identifier,""definition"":['Identifier of a phylogenetic distance matrix.'],""label"":Phylogenetic distance matrix identifier,""uri"":http://edamontology.org/data_1067,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":phylogenetic distance matrix identifier,""definition"":['Identifier of a phylogenetic distance matrix.'],""label"":Phylogenetic distance matrix identifier,""uri"":http://edamontology.org/data_1067,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":phenomenon identifier,""definition"":['Name or other identifier of a physical, observable biological occurrence or event.'],""label"":Phenomenon identifier,""uri"":http://edamontology.org/data_0981,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":phenomenon identifier,""definition"":['Name or other identifier of a physical, observable biological occurrence or event.'],""label"":Phenomenon identifier,""uri"":http://edamontology.org/data_0981,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":phenomenon identifier,""definition"":['Name or other identifier of a physical, observable biological occurrence or event.'],""label"":Phenomenon identifier,""uri"":http://edamontology.org/data_0981,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":phenomenon identifier,""definition"":['Name or other identifier of a physical, observable biological occurrence or event.'],""label"":Phenomenon identifier,""uri"":http://edamontology.org/data_0981,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""label"":has identifier,""uri"":http://edamontology.org/has_identifier}","{""uri"":http://www.w3.org/2000/01/rdf-schema#domain}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""label"":has identifier,""uri"":http://edamontology.org/has_identifier}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":has identifier,""uri"":http://edamontology.org/has_identifier}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity collection identifier,""definition"":['Name or other identifier of a collection of discrete biological entities.'],""label"":Entity collection identifier,""uri"":http://edamontology.org/data_0980,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity collection identifier,""definition"":['Name or other identifier of a collection of discrete biological entities.'],""label"":Entity collection identifier,""uri"":http://edamontology.org/data_0980,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity collection identifier,""definition"":['Name or other identifier of a collection of discrete biological entities.'],""label"":Entity collection identifier,""uri"":http://edamontology.org/data_0980,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":entity collection identifier,""definition"":['Name or other identifier of a collection of discrete biological entities.'],""label"":Entity collection identifier,""uri"":http://edamontology.org/data_0980,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity feature identifier,""definition"":['Name or other identifier of an entity feature (a physical part or region of a discrete biological entity, or a feature that can be mapped to such a thing).'],""label"":Entity feature identifier,""uri"":http://edamontology.org/data_0979,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity feature identifier,""definition"":['Name or other identifier of an entity feature (a physical part or region of a discrete biological entity, or a feature that can be mapped to such a thing).'],""label"":Entity feature identifier,""uri"":http://edamontology.org/data_0979,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity feature identifier,""definition"":['Name or other identifier of an entity feature (a physical part or region of a discrete biological entity, or a feature that can be mapped to such a thing).'],""label"":Entity feature identifier,""uri"":http://edamontology.org/data_0979,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":entity feature identifier,""definition"":['Name or other identifier of an entity feature (a physical part or region of a discrete biological entity, or a feature that can be mapped to such a thing).'],""label"":Entity feature identifier,""uri"":http://edamontology.org/data_0979,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""label"":is identifier of,""uri"":http://edamontology.org/is_identifier_of}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""label"":is identifier of,""uri"":http://edamontology.org/is_identifier_of}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":is identifier of,""uri"":http://edamontology.org/is_identifier_of}","{""uri"":http://www.w3.org/2000/01/rdf-schema#domain}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":data resource identifier,""definition"":['An identifier of a data resource.'],""label"":Data resource identifier,""uri"":http://edamontology.org/data_0975,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":data resource identifier,""definition"":['An identifier of a data resource.'],""label"":Data resource identifier,""uri"":http://edamontology.org/data_0975,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":data resource identifier,""definition"":['An identifier of a data resource.'],""label"":Data resource identifier,""uri"":http://edamontology.org/data_0975,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":data resource identifier,""definition"":['An identifier of a data resource.'],""label"":Data resource identifier,""uri"":http://edamontology.org/data_0975,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":discrete entity identifier,""definition"":['Name or other identifier of a discrete entity (any biological thing with a distinct, discrete physical existence).'],""label"":Discrete entity identifier,""uri"":http://edamontology.org/data_0978,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":discrete entity identifier,""definition"":['Name or other identifier of a discrete entity (any biological thing with a distinct, discrete physical existence).'],""label"":Discrete entity identifier,""uri"":http://edamontology.org/data_0978,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":discrete entity identifier,""definition"":['Name or other identifier of a discrete entity (any biological thing with a distinct, discrete physical existence).'],""label"":Discrete entity identifier,""uri"":http://edamontology.org/data_0978,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":discrete entity identifier,""definition"":['Name or other identifier of a discrete entity (any biological thing with a distinct, discrete physical existence).'],""label"":Discrete entity identifier,""uri"":http://edamontology.org/data_0978,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity identifier,""definition"":['An identifier of a biological entity or phenomenon.'],""label"":Entity identifier,""uri"":http://edamontology.org/data_0974,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity identifier,""definition"":['An identifier of a biological entity or phenomenon.'],""label"":Entity identifier,""uri"":http://edamontology.org/data_0974,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":entity identifier,""definition"":['An identifier of a biological entity or phenomenon.'],""label"":Entity identifier,""uri"":http://edamontology.org/data_0974,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":entity identifier,""definition"":['An identifier of a biological entity or phenomenon.'],""label"":Entity identifier,""uri"":http://edamontology.org/data_0974,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":hivdb identifier,""definition"":['Identifier of an entry from the HIVDB database.'],""label"":HIVDB identifier,""uri"":http://edamontology.org/data_1152,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":hivdb identifier,""definition"":['Identifier of an entry from the HIVDB database.'],""label"":HIVDB identifier,""uri"":http://edamontology.org/data_1152,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":hivdb identifier,""definition"":['Identifier of an entry from the HIVDB database.'],""label"":HIVDB identifier,""uri"":http://edamontology.org/data_1152,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":hivdb identifier,""definition"":['Identifier of an entry from the HIVDB database.'],""label"":HIVDB identifier,""uri"":http://edamontology.org/data_1152,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":database entry identifier,""definition"":['This concept is required for completeness. It should never have child concepts.', 'An identifier of an entry from a database where the same type of identifier is used for objects (data) of different semantic type.'],""label"":Database entry identifier,""uri"":http://edamontology.org/data_1062,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":database entry identifier,""definition"":['This concept is required for completeness. It should never have child concepts.', 'An identifier of an entry from a database where the same type of identifier is used for objects (data) of different semantic type.'],""label"":Database entry identifier,""uri"":http://edamontology.org/data_1062,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[ID, {uri: http://purl.org/dc/elements/1.1/identifier}],""name"":identifier,""definition"":['A text token, number or something else which identifies an entity, but which may not be persistent (stable) or unique (the same identifier may identify multiple things).'],""label"":Identifier,""uri"":http://edamontology.org/data_0842,""ontology"":EDAM}"
"{""synonym"":[],""name"":database entry identifier,""definition"":['This concept is required for completeness. It should never have child concepts.', 'An identifier of an entry from a database where the same type of identifier is used for objects (data) of different semantic type.'],""label"":Database entry identifier,""uri"":http://edamontology.org/data_1062,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":database entry identifier,""definition"":['This concept is required for completeness. It should never have child concepts.', 'An identifier of an entry from a database where the same type of identifier is used for objects (data) of different semantic type.'],""label"":Database entry identifier,""uri"":http://edamontology.org/data_1062,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[],""name"":core data,""definition"":['A type of data that (typically) corresponds to entries from the primary biological databases and which is (typically) the primary input or output of a tool, i.e. the data the tool processes or generates, as distinct from metadata and identifiers which describe and identify such core data, parameters that control the behaviour of tools, reports of derivative data generated by tools and annotation.', 'Core data entities typically have a format and may be identified by an accession number.'],""label"":Core data,""uri"":http://edamontology.org/data_3031,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""synonym"":[Document, Record],""name"":report,""definition"":['You can use this term by default for any textual report, in case you can't find another, more specific term. Reports may be generated automatically or collated by hand and can include metadata on the origin, source, history, ownership or location of some thing.', 'A human-readable collection of information including annotation on a biological entity or phenomena, computer-generated reports of analysis of primary data (e.g. sequence or structural), and metadata (data about primary data) or any other free (essentially unformatted) text, as distinct from the primary data itself.'],""label"":Report,""uri"":http://edamontology.org/data_2048,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""label"":has output,""uri"":http://edamontology.org/has_output}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":has output,""uri"":http://edamontology.org/has_output}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""label"":has input,""uri"":http://edamontology.org/has_input}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":has input,""uri"":http://edamontology.org/has_input}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""synonym"":[],""name"":database entry,""definition"":['An entry (retrievable via URL) from a biological database.'],""label"":Database entry,""uri"":http://edamontology.org/data_0843,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#DatatypeProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""synonym"":[],""name"":database entry,""definition"":['An entry (retrievable via URL) from a biological database.'],""label"":Database entry,""uri"":http://edamontology.org/data_0843,""ontology"":EDAM}","{""label"":consider,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.geneontology.org/formats/oboInOwl#consider}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""synonym"":[],""name"":database entry,""definition"":['An entry (retrievable via URL) from a biological database.'],""label"":Database entry,""uri"":http://edamontology.org/data_0843,""ontology"":EDAM}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[],""name"":database entry,""definition"":['An entry (retrievable via URL) from a biological database.'],""label"":Database entry,""uri"":http://edamontology.org/data_0843,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[],""name"":deprecatedclass,""definition"":[],""label"":DeprecatedClass,""uri"":http://www.w3.org/2002/07/owl#DeprecatedClass,""ontology"":EDAM}"
"{""label"":is input of,""uri"":http://edamontology.org/is_input_of}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":is input of,""uri"":http://edamontology.org/is_input_of}","{""uri"":http://www.w3.org/2000/01/rdf-schema#domain}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""label"":has format,""uri"":http://edamontology.org/has_format}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":has format,""uri"":http://edamontology.org/has_format}","{""uri"":http://www.w3.org/2000/01/rdf-schema#domain}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""label"":is output of,""uri"":http://edamontology.org/is_output_of}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":is output of,""uri"":http://edamontology.org/is_output_of}","{""uri"":http://www.w3.org/2000/01/rdf-schema#domain}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""label"":is format of,""uri"":http://edamontology.org/is_format_of}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#ObjectProperty}"
"{""label"":is format of,""uri"":http://edamontology.org/is_format_of}","{""uri"":http://www.w3.org/2000/01/rdf-schema#range}","{""synonym"":[Data record, Data set, Datum],""name"":data,""definition"":['Information, represented in an information artefact (data record) that is 'understandable' by dedicated computational tools that can use the data as input or produce it as output.'],""label"":Data,""uri"":http://edamontology.org/data_0006,""ontology"":EDAM}"
"{""synonym"":[Computational procedure, Computational subroutine, Computational tool, Computational operation, Function (programming), Lambda abstraction, sumo:Function, Mathematical function, Process, Mathematical operation, Function, Computational method],""name"":operation,""definition"":['A function that processes a set of inputs and results in a set of outputs, or associates arguments (inputs) with values (outputs).', 'Special cases are: a) An operation that consumes no input (has no input arguments). Such operation is either a constant function, or an operation depending only on the underlying state. b) An operation that may modify the underlying state but has no output. c) The singular-case operation with no input or output, that still may modify the underlying state.'],""label"":Operation,""uri"":http://edamontology.org/operation_0004,""ontology"":EDAM}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
